10000 218829
9763 606 20
6230 3806 8
423 3150 1
8680 1440 4
344 2799 14
4694 5374 14
5156 6463 3
3951 642 11
6378 2462 2
1443 1266 14
8188 1459 20
6495 4055 3
7454 5107 6
2316 4320 15
8275 6615 7
6317 1247 1
567 3025 20
6331 1399 5
9350 8770 13
8119 2743 7
8096 5795 4
8883 1535 11
2446 5606 4
8629 6198 16
9324 7425 9
2642 1676 1
9084 9263 7
3771 1337 16
2460 5995 9
6910 9738 18
6492 1089 19
6883 9101 4
4008 8282 16
5210 7777 10
4053 7580 18
1062 1348 9
835 117 8
9648 3297 15
1542 4186 19
4099 4109 15
601 4345 16
6039 4645 14
7833 4799 10
3477 5583 2
9315 6958 12
2142 2547 14
2659 5366 19
5887 1500 3
7089 9895 14
2718 6152 14
1136 8409 10
6722 2401 2
7053 9232 9
6362 7823 9
2825 6216 19
836 9940 12
6893 1985 9
7488 4730 17
8705 6943 10
1881 611 13
224 6344 7
2104 8038 6
4034 7923 10
3725 5002 18
2494 1714 8
674 5881 6
8099 5508 17
8118 8412 11
1707 7425 17
587 9158 14
1140 3083 16
1317 6039 7
8067 6213 18
5688 1958 13
4910 1627 6
7653 9379 10
4045 6567 10
5304 5215 11
5718 2595 13
3481 6241 5
5499 8311 12
7829 1344 1
9882 3193 2
8720 5343 18
9992 2452 2
705 9009 6
8641 5070 7
2738 98 1
6279 9203 16
8747 342 3
7358 7424 3
7235 265 19
9657 8757 1
2858 8155 12
2412 9825 11
3022 8863 8
901 8484 15
2656 9912 12
3361 4612 13
4473 7655 5
6976 3348 5
3623 9564 13
6861 8207 3
711 6224 17
486 2405 20
5078 85 14
7755 3672 12
2543 9698 2
8813 2350 12
8811 6133 3
3534 1996 16
7176 4078 3
2600 5474 5
3632 4157 15
6595 9937 11
5168 3200 10
4704 4974 3
7289 8836 14
8884 297 17
6847 287 11
6315 1432 20
4723 7023 19
1282 145 17
5767 6442 14
8520 8271 14
9749 1146 2
5385 7949 13
1141 5195 19
9919 5200 6
6706 571 14
8222 1276 19
3471 2486 15
5171 6782 18
1523 9221 14
4146 9705 16
1494 8442 19
9715 2391 17
9776 9505 10
6239 2134 11
3941 461 19
3027 9316 5
6534 5301 1
7673 9729 5
5487 6418 18
662 3624 14
1023 6733 7
6304 4259 18
5986 886 12
3302 5170 10
7623 6851 2
6252 1434 5
6844 6521 12
4297 5640 3
8234 8734 20
8932 7957 12
7632 9148 10
5578 6121 7
3397 4729 14
4980 1186 8
9777 6314 4
2224 8824 2
4241 7291 10
193 1623 6
3134 7668 3
3997 3344 16
7264 7123 4
3737 3701 20
9116 6857 5
460 2422 8
9536 4779 1
3063 7637 1
2767 9406 10
3973 6186 7
8053 2055 12
8475 1628 19
9745 9110 10
8358 8405 1
8466 6741 4
9668 185 7
6184 3274 15
3194 9355 1
368 8926 11
7209 7699 10
7075 8304 18
884 9241 8
2579 5714 11
4714 719 4
6124 7046 2
9283 1190 13
8283 686 6
562 3447 16
6917 7702 14
4350 6244 17
5743 3672 12
6406 8738 4
6157 3651 18
6808 7022 15
706 8383 14
3909 5394 12
5740 2969 20
7949 4458 15
3393 7998 20
7113 511 15
5777 6959 14
3105 3959 14
8993 889 11
9940 6352 18
2682 423 5
9942 1327 6
7940 4654 6
2802 3841 3
5690 6939 2
1045 2917 9
499 1060 3
9964 8812 6
4770 5328 15
7090 294 2
932 3789 14
1121 9059 20
1708 3494 1
779 9771 1
1492 5638 19
317 2194 19
266 500 6
9448 4771 17
3740 5428 7
4981 8848 18
1530 1551 15
4139 6028 16
6559 9207 2
999 8845 4
4516 6274 6
880 570 12
5881 762 4
4157 6516 13
104 4326 8
6157 5276 6
6816 5663 10
26 8298 17
2435 8042 6
6290 7341 10
5956 8774 17
1066 2220 11
7625 4874 2
1144 1551 7
2753 4597 13
7428 2227 2
4731 5515 2
5028 6577 10
6539 1632 6
3674 5393 20
3521 6971 2
9187 7800 14
6080 3073 13
3702 8003 6
3039 3460 9
4286 3624 4
7672 2608 6
6317 2896 16
4707 9001 11
4630 1419 7
2231 555 10
7198 1528 16
8116 9494 19
584 3398 7
39 5484 12
5219 3028 6
771 1554 12
6121 8362 5
7185 2537 15
3885 1819 4
8156 2383 15
185 7568 7
84 6525 12
7947 9945 2
1525 8839 2
4210 7866 3
26 6803 3
5618 9416 14
4763 623 12
8329 5959 11
4841 3243 18
7508 6234 7
1067 5510 6
9147 1278 9
8526 6657 7
6156 7948 12
7285 4166 3
6735 1441 16
9187 1403 17
4959 6835 9
5577 9152 2
505 6730 19
1737 8826 2
763 5664 3
4125 3682 6
1155 1216 19
316 2279 1
7578 6031 11
179 4404 20
8900 3761 16
276 5830 11
6638 9378 6
1575 7013 13
4284 887 14
4673 7461 12
8597 1897 5
4125 1137 16
5509 9046 12
2878 3292 18
678 6268 5
1685 6076 5
1026 8731 6
8557 6781 16
2048 2702 14
5305 3767 1
4258 7453 6
4047 2836 6
8576 5211 14
204 4569 15
6716 5695 13
5532 1302 10
6586 5672 14
1739 9957 7
3459 8426 13
7141 7813 19
8622 6664 6
8543 7577 12
9490 1013 1
5304 9929 14
5059 5108 12
3864 9595 14
2319 9280 6
9275 8390 16
3309 6512 20
4465 7485 19
2123 7875 2
8926 4540 5
3002 6380 4
3665 5993 12
5151 9234 11
1691 1280 14
1023 3919 8
3143 1076 8
7647 6987 7
648 5367 9
8254 9916 13
428 9181 14
8744 9013 16
8147 5210 2
3970 1696 4
8147 8717 2
6196 1953 20
6179 8305 3
9343 7504 10
1530 6408 15
8948 2795 5
9596 8763 13
2534 3742 17
7001 9961 16
3684 2936 5
5354 3330 8
1949 3476 20
5985 6040 2
186 5304 1
5492 75 2
6922 9109 18
7325 6294 11
1701 6212 12
2073 9442 10
7624 6513 14
2307 6062 7
9456 6271 3
5908 6609 10
3550 7793 18
2418 7493 10
1823 1160 2
5482 9832 4
3821 8453 15
4531 3113 18
2367 5717 8
313 2788 10
8017 8748 17
4443 9236 3
7705 4104 1
6202 8027 20
3678 2827 18
2310 3896 14
5310 2076 18
3342 8429 7
1971 2691 11
3404 6435 11
1594 1223 18
5715 8772 3
9370 6654 16
4943 491 17
6580 7432 13
5119 819 1
9780 6881 3
73 2145 14
6091 1241 16
6850 5192 12
4655 9625 8
1233 1377 5
9481 5565 9
1319 3740 10
3906 4097 8
85 1743 14
5603 8833 6
2338 1393 7
6094 7129 17
3023 5610 13
485 3150 5
2722 3554 3
7070 7727 14
4739 7068 7
7032 5235 7
1679 2565 2
551 2632 14
2398 7606 11
3455 9358 5
9995 1419 14
4183 4198 13
3176 3126 9
4916 6995 9
1027 1260 10
7159 867 16
8321 1187 11
9230 3441 8
7181 2094 4
2220 6995 4
1542 2318 15
2285 7603 5
6443 9038 11
2176 7300 9
6043 8818 18
3882 715 5
8485 9956 8
8492 8623 2
8433 7443 9
9802 5479 11
4545 4018 18
257 5383 2
4176 3201 6
4907 6383 4
5165 4211 20
6425 9768 7
3325 4181 2
2020 9476 3
9442 7647 9
7913 4616 1
5987 9649 6
3559 481 9
2946 820 6
2768 4184 11
6748 3219 2
1649 8123 9
6585 1021 18
2823 1026 7
2168 6225 20
5015 499 15
5822 7405 20
2433 3083 20
8707 3948 19
9370 5457 8
1730 3587 6
9611 9217 18
5923 7168 13
3506 794 14
4366 8583 2
9740 7405 3
3653 6769 11
7221 8154 14
6903 1146 11
1157 8512 7
6822 2574 17
6240 5785 5
5900 5096 11
7905 696 19
3638 9136 19
523 9512 1
452 9224 17
9444 7483 16
1429 2394 5
1783 6788 3
8132 1625 18
8542 2249 4
8233 9946 17
8978 1632 15
5398 2965 15
168 5357 6
9972 5029 3
9024 3069 5
7586 4160 8
2372 9419 4
5745 1564 10
1170 6853 12
2567 4696 18
4528 9825 3
8742 3052 15
9266 8138 17
1809 9014 16
1362 521 4
4451 7416 7
1524 1609 3
2931 3194 4
1499 3956 8
8224 2816 12
565 508 7
8204 9121 13
8135 9567 15
7409 9357 3
3933 9090 4
7365 7665 5
7785 9856 19
739 6129 14
9135 3927 15
6160 8121 15
2306 2696 1
4719 4762 18
8294 2178 19
3898 1445 12
3371 3794 4
9252 9838 20
5065 8384 16
3304 1735 17
4997 3569 8
1248 8078 3
631 3308 14
9483 9357 18
9294 2052 12
3751 4902 11
5930 730 14
2398 4656 15
2941 8307 17
9512 4233 6
1670 5381 14
7830 3585 13
5826 594 12
7182 4520 1
4345 9991 19
1904 7757 5
3834 9244 15
2860 1179 18
3387 4320 9
9941 1097 9
4776 392 9
4926 9286 10
1551 5388 13
4807 9206 17
6380 2038 17
7757 1300 6
1455 1920 20
3604 7436 18
1727 5697 18
2569 2044 9
5249 7580 9
5232 6033 11
6675 8269 15
7567 7857 19
23 6361 14
4686 2241 15
5445 9513 8
9524 2829 10
4985 2314 20
5271 7414 3
2493 9884 17
7447 9572 8
668 5310 6
3439 2225 7
5340 715 8
9063 6781 8
956 198 18
1240 8331 17
5721 7255 4
5930 4229 8
527 5603 14
14 7649 15
326 1717 1
2779 518 14
499 345 6
7234 1964 20
5844 4995 12
3336 7834 8
2450 5620 12
7784 5861 16
4907 3827 14
3355 6857 13
4338 2588 19
908 6719 9
9325 975 11
8677 8707 7
4178 6479 10
4456 9687 9
2662 702 3
1235 7744 5
5291 3882 1
8763 8340 5
8380 9150 9
5643 9030 20
9055 9423 12
6625 4182 15
9182 7801 14
5166 4993 12
251 3086 10
8816 234 15
7320 6835 6
1398 9931 7
9255 4287 2
7192 2915 16
1339 2921 12
5016 8436 4
963 3285 18
1345 9201 11
8808 5011 13
3266 9770 15
315 3916 7
4607 5708 5
3092 3345 16
5180 305 14
450 2618 1
9951 6952 11
7716 6432 10
666 7402 20
8681 527 10
4858 1074 16
33 6340 5
8567 4974 19
8568 8871 14
3280 6544 20
7299 14 15
1018 3555 6
34 822 11
9612 5859 17
7130 2598 19
563 4341 1
3588 9850 17
5141 9942 4
6654 7072 13
8908 8300 7
9093 8187 17
4122 1615 20
1172 3658 5
5403 5595 18
1253 1868 5
1892 204 20
4571 843 12
3374 2861 7
6657 6842 13
5062 8645 4
3065 1460 20
8252 5736 11
1836 842 10
143 5311 7
2546 3553 2
2810 8781 3
4022 3726 5
4741 662 5
7568 9351 13
18 7445 5
2743 2271 15
5353 1297 5
6906 6086 7
1979 9572 12
9603 7459 5
1752 225 6
6144 9079 14
6038 9144 7
6950 327 3
1943 208 20
2444 3694 10
1453 137 12
6824 6613 16
7429 4292 10
1473 4423 12
7749 7945 5
5129 4558 11
4716 3164 5
5310 7131 20
3661 2355 4
5637 1374 11
5887 9072 14
9178 9691 9
1083 2207 9
8351 2685 2
1131 8500 6
6632 3667 15
3748 4299 14
2600 3995 20
2760 5876 16
3 2695 3
6275 9058 4
8760 2530 19
7688 3832 9
6785 8583 4
6687 6040 3
850 7847 19
5829 4208 17
6403 7869 14
5864 7882 10
1298 5512 18
9062 88 18
1361 5628 17
7369 7873 17
1 5741 7
7753 9075 19
9089 2225 9
4534 5038 4
9599 154 14
8665 7426 4
4304 5541 2
1886 5886 6
6694 698 16
168 733 19
6646 7831 12
8313 1173 16
860 3299 14
6244 598 12
3989 2821 7
8745 213 13
3648 5623 2
7268 4460 15
409 6931 14
6747 2936 12
7306 8032 11
2731 4981 7
7975 848 3
1190 1328 7
1118 7666 20
9698 3537 3
7457 791 15
3945 2284 5
6136 1787 16
5633 909 15
3183 6314 13
3727 2613 11
7360 2661 9
8742 8812 7
5221 2120 3
9182 635 20
9302 3808 12
5866 7709 1
6658 3239 6
7250 123 8
5637 7099 13
7009 4555 6
5342 8632 4
3701 6747 3
6195 1500 14
2281 8566 4
5162 4104 20
297 6011 1
2893 9202 8
5529 9662 4
9699 3036 7
3626 4421 13
9086 1464 3
9122 3143 4
3213 8819 11
7519 1436 11
9800 9059 17
4320 7924 15
2474 1574 11
7272 6302 8
4807 7617 5
6697 2512 15
4052 2458 3
3792 6548 17
3796 2666 19
5211 4558 1
125 9131 15
4812 1328 5
7135 1042 17
7152 543 14
7204 81 19
8841 3117 6
9554 8212 6
7596 3930 8
1010 4365 18
7824 1217 3
3491 807 6
7115 4484 11
4359 6860 10
7299 9229 14
448 7243 6
7062 4057 19
1104 2913 6
879 3785 6
3364 7659 2
6078 8735 19
7331 9469 17
8683 2507 16
6399 5867 5
7951 5753 11
8320 1130 12
9366 3872 20
6720 9929 7
2765 7328 1
8656 2746 6
6220 4320 16
1310 4415 16
4440 954 14
1576 3995 20
416 4156 15
1897 7694 6
4506 9046 1
3638 2644 18
9730 5922 5
4108 6243 2
2438 2284 20
8097 8663 2
9705 1111 16
2524 3508 9
1626 1615 5
7499 5248 11
3496 8202 19
4793 2754 7
4476 5534 5
4001 6803 6
8443 182 12
3083 2536 9
9567 3229 2
6696 7361 1
8921 7294 2
2660 6985 14
6590 7391 12
7233 5666 10
2931 5297 13
3715 1220 8
3454 1486 10
9028 3386 7
9154 855 12
8990 8706 6
4319 3103 13
4855 8727 19
5308 8481 9
2949 1093 19
5673 4594 18
9703 576 2
9070 9563 13
2644 985 18
3506 4175 11
8411 7414 4
7089 1515 17
6272 901 7
2197 8248 13
9047 3925 20
9191 1874 17
2551 7433 4
2491 1388 14
2198 5442 8
8094 3529 6
4755 5968 12
4405 2928 14
9725 6045 14
1259 4981 12
4951 6734 9
9550 2295 1
4333 8863 2
1390 6370 3
9183 546 12
8268 4154 10
4288 2908 6
7523 8249 12
3283 6852 6
8030 5039 15
937 8848 12
2862 2668 7
1922 278 12
2797 8932 10
8327 6324 20
1996 2871 10
9850 6341 6
6750 2451 1
6114 4905 3
4679 2656 11
5341 7608 2
5741 5391 4
5755 9034 8
6609 7831 8
3163 5902 12
5394 2292 5
830 8397 11
3207 6037 17
3054 6658 18
9071 8297 6
4177 5442 5
3838 2511 3
1783 6986 9
5966 9888 4
3493 6625 4
7624 8418 9
8501 994 20
3606 6227 12
5123 6461 10
1711 9559 13
7037 4356 3
8549 9175 16
2287 1926 10
886 3775 7
5490 8658 8
2198 284 17
1144 673 16
6989 647 7
1773 2664 9
9227 7193 5
2852 5809 19
237 4228 5
2388 3997 8
3410 1971 9
8230 8369 17
4854 4263 19
6901 1490 5
386 8277 19
7914 1893 8
4743 6392 20
2314 2432 8
3358 8 12
8614 4863 1
5733 8461 18
6213 9036 8
4831 9787 17
7689 727 12
257 9698 4
2996 3557 20
3149 6154 8
1774 5360 8
5845 4481 15
9214 9539 11
3461 8442 15
5513 3576 18
8901 1834 6
3283 440 11
1651 1545 14
2999 7591 9
2289 4635 17
5182 6242 12
2712 8545 4
737 2157 10
8496 8744 12
8596 1845 17
8467 85 5
8313 3687 16
9590 6242 11
2500 3700 8
6379 9313 8
5977 5818 11
61 6147 17
6936 5943 13
1953 4636 9
7929 1589 19
5694 4366 10
6465 4789 14
7313 376 18
808 6945 9
3848 3698 19
254 8362 3
6208 3615 8
2705 3683 16
3861 6 5
1108 8688 18
8782 1382 9
4982 1431 11
4859 3693 11
7285 2633 7
6628 188 18
2135 2757 20
4567 8274 11
6236 690 11
7718 5115 10
1131 6655 5
1843 7740 8
1214 4864 6
801 2100 16
9571 623 8
7840 6617 8
6409 5477 12
8988 4805 7
7644 8155 19
2698 2821 18
6951 8730 19
345 9222 16
9405 9187 15
3786 2243 7
4538 9828 5
179 2806 9
7316 8721 12
8030 7825 7
2944 7458 18
3936 9809 14
6507 8487 1
4017 7607 4
2544 7421 9
2688 779 10
503 9507 14
5928 2183 16
8809 1861 5
3835 9141 9
9030 7868 17
1584 397 6
7672 9705 17
4661 7878 2
5711 6948 19
8020 5935 4
817 5982 15
9531 7649 9
7381 8839 18
2292 108 17
547 5540 15
6326 8388 13
5395 4297 13
638 1967 11
6120 4903 7
5157 869 2
1344 8635 13
1352 7676 12
1041 2715 3
1750 8374 18
5434 7157 20
5826 1584 16
9821 7021 1
93 5729 14
5293 6267 12
8487 4308 15
3905 9863 16
6378 1755 1
3084 7019 11
1019 9561 6
4111 7052 8
4709 627 14
8325 4828 15
6684 8363 14
6930 7078 11
6132 3730 9
0 3551 2
1892 8929 5
2510 2334 16
8338 3180 9
8063 8271 6
4484 5690 7
3316 3490 17
7256 2124 5
1198 6468 5
4329 9601 17
9386 479 20
7623 3626 2
9954 5018 12
2361 2072 6
2022 5095 8
7754 7639 10
2476 7661 6
869 3631 9
5203 7675 11
9830 3262 2
8774 2512 12
2167 4428 3
6248 1905 11
6988 9556 3
1668 7648 1
6452 5714 12
1478 5309 2
4917 7303 10
6195 7364 15
1146 9310 14
4169 5946 20
2660 8177 2
7276 3022 11
5042 5892 15
8325 9168 16
758 1236 16
1136 8089 15
5694 1524 9
3833 4991 16
3683 6846 1
588 4523 14
3210 2906 8
2335 1377 12
9324 3877 14
3508 4083 12
2316 3304 13
3128 2475 13
4734 6186 13
1674 6859 9
5463 7917 19
6194 2395 5
9388 5497 7
616 4358 2
5010 8656 4
7652 8905 5
3720 7926 19
9040 7793 1
9556 531 15
2815 8360 12
969 5968 13
7537 5476 12
7899 9235 3
6462 2597 17
3492 6560 18
5332 8465 5
3343 5606 13
9093 1318 19
7142 3114 13
7369 355 14
1906 7850 12
2005 5226 6
4055 953 10
2301 7278 5
8305 7675 7
9444 606 7
1879 69 7
2742 2964 15
1747 3516 4
232 277 10
1555 8207 10
2916 5021 3
4151 2250 9
9883 4925 3
527 2674 20
2928 9884 18
1080 255 17
2806 7040 18
476 3666 6
8271 3135 15
6347 1692 15
2346 9551 5
3762 9519 18
7391 4910 15
2239 9933 20
9585 1110 9
9653 3938 1
1335 3513 17
8442 1063 4
6575 9261 11
5635 3421 5
7098 4253 18
6321 8283 12
1286 196 11
7139 78 3
2770 8703 1
4031 6707 15
860 9494 18
7286 2155 20
3656 4446 14
9579 1651 4
4933 5973 15
3352 7397 14
5513 9731 5
5014 9160 12
6078 6338 20
1742 3992 7
6673 4835 3
7097 8714 7
4206 3861 16
2824 6200 20
8786 3258 10
9881 972 7
6838 3503 10
8303 7812 14
5980 4960 8
6341 362 10
7777 4462 14
7703 2517 14
9942 2006 3
5349 7144 15
339 344 2
1821 3406 3
8034 584 20
5803 1896 12
9132 1501 20
1624 3724 2
1419 8572 11
9300 6723 4
5765 9464 17
3946 1462 3
1177 800 20
5015 2478 4
8304 5533 7
5630 8365 17
8954 9422 14
2579 9589 12
9659 8586 17
8218 5580 5
6697 2970 6
7588 1633 2
9324 6937 5
3181 9591 8
7529 1569 15
8733 2564 8
404 2171 7
8609 3534 8
105 5114 18
8526 3722 9
2671 6205 6
5225 1530 14
3969 9288 2
2685 5193 7
416 4421 20
2547 9437 16
5602 7860 12
6367 465 9
2344 1556 5
1653 7893 19
1784 5957 3
688 523 9
8895 8421 4
8098 7432 17
329 8587 19
8869 9932 1
4617 4891 2
1973 4967 6
9046 1070 4
5455 7138 9
5617 8341 5
8179 1086 13
3752 2802 3
586 1891 13
8287 4267 1
8587 1280 3
7571 2229 2
1288 1412 2
387 7889 11
3912 2126 17
2678 5438 6
3689 319 12
6986 4946 13
8236 1024 13
7767 4318 3
6085 26 20
3111 7237 18
3958 3753 4
6809 8833 1
5438 8517 6
8602 2458 9
8027 2406 20
872 1372 8
5282 9466 3
1068 2108 18
1743 7598 13
1098 7358 12
9366 5326 11
4687 2335 18
9084 9026 2
2302 2658 8
6538 7294 2
1248 1394 5
2712 2493 12
1296 2139 13
9146 5889 17
6983 2925 17
1042 6931 9
3233 7910 18
857 1259 20
9060 6162 15
979 5492 17
578 1849 16
4327 9894 16
7235 9134 20
9920 664 18
8713 6232 18
491 2218 9
5144 6343 12
3813 9043 6
9800 110 4
7336 8677 4
1122 9279 5
1850 1106 10
9052 943 3
7499 7649 1
6090 8590 16
8385 4635 20
6234 8651 2
6857 5956 17
5299 9034 13
7492 1887 17
7234 4667 13
2947 8314 15
9178 7810 13
8473 426 10
3998 2372 5
2421 4763 17
6918 428 5
5280 9091 4
907 6721 19
8846 5991 10
9942 2915 20
362 1086 3
3526 2055 19
1316 8762 1
2126 4500 15
3529 3558 1
4337 2048 10
1970 3906 2
5073 4401 4
9890 5951 12
3404 796 1
5186 4927 15
3500 5345 8
1811 3875 11
9827 5322 9
631 9689 16
4232 9335 6
9220 5177 16
8473 2863 6
655 4148 1
1702 92 3
3561 9953 14
8799 2859 6
9008 2813 13
883 7912 5
1421 1013 19
1277 8954 13
7069 1417 20
5668 9656 10
8711 2776 5
1126 576 9
1073 3132 16
5289 8216 17
2215 8393 20
9527 7819 10
6161 5758 11
332 4393 18
408 7487 5
6631 2835 18
9709 6758 5
5538 8234 9
5389 7533 7
470 3931 8
4014 6241 17
679 2785 11
2967 9982 3
3233 6432 7
7895 2890 19
3941 9874 9
8253 3081 18
9931 2759 3
6054 6019 18
3996 3254 3
2033 9772 8
3636 9090 13
5251 4201 2
9946 2371 17
6304 4915 18
3460 7227 18
7535 355 9
4643 5417 2
2944 8065 20
5887 7205 11
4165 9202 9
1560 9569 11
7858 1236 10
7393 7473 17
8091 352 2
5954 1214 7
4625 3028 9
7970 8581 17
9120 51 19
4102 815 8
8000 3203 17
3106 5525 3
4654 7946 13
3906 3738 15
878 6685 20
8157 5804 17
4823 8253 17
7405 2977 19
755 7543 8
9318 1443 16
8827 8560 17
7658 4959 20
4499 2403 15
9198 9159 8
5871 7471 18
2772 2330 3
4713 8057 13
6237 6757 7
1669 4866 17
7010 6050 7
7212 4285 7
6070 3617 1
5626 185 4
7602 9550 20
4780 3343 20
3413 9817 7
4561 1408 1
3680 6852 10
7172 4244 18
243 2709 15
7580 3706 12
5791 2833 9
5416 368 5
6912 5129 17
3138 2200 16
7629 619 17
3367 6127 17
2998 7776 19
5928 8914 6
5218 9125 2
5481 8742 7
9787 752 8
7035 2234 2
8992 9018 16
2480 2021 19
6158 235 10
3747 895 20
7442 9007 2
1353 8134 17
6423 827 7
9472 5991 15
64 3043 18
1355 6157 7
9690 7124 10
9839 2098 14
3432 4673 1
8245 5113 3
1763 5972 5
5477 9965 2
3637 1243 6
4851 2000 12
2490 2293 2
7792 4555 20
9467 5759 11
8888 8806 13
6527 5304 11
1116 8075 14
4103 4789 9
3395 197 3
4733 2298 16
2458 2808 13
1314 5710 14
4253 4132 14
1450 8769 20
6425 9602 11
5597 9157 5
3832 6083 15
9555 9742 13
544 6921 17
3972 287 3
928 2123 5
8451 699 14
3776 8993 20
4718 7949 10
7468 3761 7
3868 733 7
5253 3229 3
4602 4200 17
3933 2579 19
4426 642 11
9364 6952 5
6946 1266 4
140 2216 11
3734 4690 15
8669 6053 14
6330 3915 15
4110 866 18
9871 9425 17
2761 8645 2
6145 8280 18
1938 4078 18
2850 6058 9
3580 5759 3
7965 2779 8
7776 3842 2
8370 8196 3
8995 2440 1
1201 944 19
4714 2140 12
9118 1247 18
1335 4329 10
8837 7357 13
9145 1152 19
7113 9380 2
6606 6315 1
7635 8240 5
5851 5883 14
8163 5228 3
5361 5399 9
3865 579 1
2958 1627 7
7971 4193 1
2298 6678 7
6478 1087 12
1413 3240 12
5760 8499 6
6642 813 3
9527 7563 12
26 2962 6
8249 6668 12
8600 970 12
6832 2515 12
5428 8308 6
9144 4863 18
4534 2660 2
8191 497 16
5169 7459 14
4705 2762 12
114 62 14
8711 7399 18
908 543 8
4146 5187 5
3737 2194 12
6817 3825 17
919 3152 8
9028 573 12
2661 8249 9
4915 5463 12
4128 4328 4
4167 4947 5
5607 7408 17
5867 5175 18
8735 2566 6
1672 2330 19
9595 2483 12
5043 3629 3
3652 3887 15
9181 1777 19
4825 9204 4
9710 7022 8
2300 9446 17
5014 9251 9
9105 2403 12
3464 7863 5
1980 1524 4
1100 1858 1
2141 2727 17
3161 5089 17
963 5071 7
1972 2477 9
4130 4610 15
6400 5887 7
9258 7301 2
8107 7466 4
5470 6111 19
4090 252 5
3526 8032 20
5178 6202 11
2890 8837 1
7788 288 3
8307 8403 13
8003 2938 9
951 5813 14
3779 6026 11
8136 1386 20
7745 1743 15
1139 4502 13
6794 6742 13
6137 8109 5
5674 4792 15
2403 1231 17
8803 3272 4
8303 2427 18
6894 159 11
7433 1740 16
2314 8893 18
8000 9553 12
6343 2935 17
9327 8677 8
2664 9184 13
1900 7380 6
7306 6717 20
2841 8925 20
4220 3697 19
8765 6385 3
4884 3609 20
8229 5599 14
1778 8317 20
7685 3107 15
9437 7052 20
925 2802 9
1135 6188 9
3505 7867 17
7958 2595 2
5522 1733 3
2897 7404 12
171 4664 20
4829 2737 8
9249 5426 15
1826 1930 16
6994 7599 17
9286 968 7
5040 5293 11
5669 5352 11
3874 1043 18
7794 2143 19
2160 3604 13
1062 5718 6
2337 5053 19
2219 3675 3
2043 9231 8
7548 2829 6
6671 7522 15
7236 3721 4
694 9616 14
3625 7341 19
1764 9171 11
348 1889 17
31 5507 2
8119 7733 19
420 7015 4
8634 8499 3
4527 9886 3
75 5962 15
4813 6513 3
705 8140 5
2872 8944 17
3589 973 16
8549 5231 15
7164 1168 7
9046 1317 2
9260 664 17
3519 8328 12
8018 8496 18
7503 8847 1
9797 1487 18
3094 9435 8
8706 1492 16
630 188 7
363 5522 17
415 8581 9
2918 4289 15
4194 7653 20
7590 4297 9
7978 1515 7
6338 2675 5
2922 7947 5
1432 2629 6
9856 122 5
1508 161 8
9052 5915 19
8250 1668 10
9348 1325 16
9348 2607 3
576 1338 1
2241 1195 16
6773 7125 8
7316 1286 18
6728 4872 4
686 7084 7
89 1536 9
2080 4652 7
5121 8927 5
7240 2529 11
7522 8342 14
8925 5937 2
7441 788 20
4802 4301 20
3291 5366 6
7085 2494 19
4026 7395 5
6874 5057 4
6378 6620 17
840 5223 8
4148 6758 13
4486 1571 17
3694 381 18
6787 9544 17
7269 2477 20
2184 8391 18
6192 7127 10
8331 442 1
2603 5542 8
6362 8281 16
2101 436 2
5305 3486 17
5087 1909 19
3009 5343 13
4521 8998 8
5646 8144 16
2163 3771 15
2876 7674 7
6437 5931 1
1495 1172 2
5891 2738 16
6053 4964 4
5800 4809 18
1881 8362 19
1302 5341 19
4701 2434 3
2256 7026 17
7188 4604 8
8124 139 20
2739 562 7
7681 3872 20
5266 525 7
2864 6211 3
8444 9516 12
698 1896 8
632 3083 18
6675 7018 4
9651 5910 14
2032 7026 13
143 2589 6
2125 6168 9
6725 1559 2
6810 3482 12
1247 4013 5
3893 3195 10
433 6123 10
6949 2048 8
5215 8392 7
3286 3009 15
5796 1241 16
2622 6017 2
9544 2028 20
9252 8548 15
7319 9028 12
1952 2692 17
4210 7981 2
7210 1606 10
507 6230 13
3195 4214 12
6265 3085 6
322 9829 6
973 4100 19
1276 9812 13
9703 5671 8
1612 6567 5
9778 6975 2
7595 3536 15
431 382 10
548 7246 20
954 191 10
2086 2265 20
6271 3810 16
6543 4675 20
4367 1081 20
3306 3686 1
7100 3130 8
2269 5502 19
7557 329 11
9594 8346 11
3512 3720 17
2183 4395 14
971 9063 18
4532 6736 19
7726 5403 6
2369 9860 19
9015 1268 15
4465 206 16
1682 9207 19
3783 5244 19
5357 3580 16
7572 1781 8
2021 2045 5
7266 5057 4
2759 292 14
5944 6621 1
9181 4584 12
9683 1624 7
2556 2476 5
9365 9884 14
4352 5437 15
1461 1603 6
4764 8574 16
8427 4111 19
4233 5353 14
9454 8589 9
7024 6763 4
2372 862 3
3087 4501 10
4334 6394 3
6365 1891 5
5957 9339 7
6483 3203 15
3500 5434 4
5361 6988 6
1564 8210 5
3617 2769 11
5630 4870 3
6627 7769 3
9025 9032 7
6829 1011 2
7489 7536 8
2374 1059 5
2055 8750 8
6742 4556 11
6507 8518 5
7333 6177 19
6795 5166 6
6965 1029 4
5823 1758 12
4710 819 9
3875 8012 19
142 2274 4
5735 634 14
5194 177 20
335 3765 14
7148 4995 16
6010 6211 20
4793 9023 2
953 5490 6
1367 8399 8
8071 7280 5
5209 4570 4
